Mod:Item:MetaData, Localized Name
minecraft:potion:16421, 喷溅型 治疗药水
minecraft:potion:8230, 夜视药水
minecraft:potion:8262, 夜视药水
minecraft:potion:16422, 喷溅型 夜视药水
minecraft:potion:16454, 喷溅型 夜视药水
minecraft:potion:8232, 虚弱药水
minecraft:potion:8264, 虚弱药水
minecraft:potion:16424, 喷溅型 虚弱药水
minecraft:potion:16456, 喷溅型 虚弱药水
minecraft:potion:8201, 力量药水
minecraft:potion:8233, 力量药水
minecraft:potion:8265, 力量药水
minecraft:potion:16393, 喷溅型 力量药水
minecraft:potion:16425, 喷溅型 力量药水
minecraft:potion:16457, 喷溅型 力量药水
minecraft:potion:8234, 迟缓药水
minecraft:potion:8266, 迟缓药水
minecraft:potion:16426, 喷溅型 迟缓药水
minecraft:potion:16458, 喷溅型 迟缓药水
minecraft:potion:8268, 伤害药水
minecraft:potion:8236, 伤害药水
minecraft:potion:16460, 喷溅型 伤害药水
minecraft:potion:16428, 喷溅型 伤害药水
minecraft:potion:8237, 水肺药水
minecraft:potion:8269, 水肺药水
minecraft:potion:16429, 喷溅型 水肺药水
minecraft:potion:16461, 喷溅型 水肺药水
minecraft:potion:8238, 隐身药水
minecraft:potion:8270, 隐身药水
minecraft:potion:16430, 喷溅型 隐身药水
minecraft:potion:16462, 喷溅型 隐身药水
minecraft:glass_bottle, 玻璃瓶
minecraft:spider_eye, 蜘蛛眼
minecraft:fermented_spider_eye, 发酵蛛眼
minecraft:blaze_powder, 烈焰粉
minecraft:magma_cream, 岩浆膏
minecraft:brewing_stand, 酿造台
minecraft:cauldron, 炼药锅
minecraft:ender_eye, 末影之眼
minecraft:speckled_melon, 闪烁的西瓜
minecraft:spawn_egg:50, 生成 爬行者
minecraft:spawn_egg:51, 生成 骷髅
minecraft:spawn_egg:52, 生成 蜘蛛
minecraft:spawn_egg:54, 生成 僵尸
minecraft:spawn_egg:55, 生成 史莱姆
minecraft:spawn_egg:56, 生成 恶魂
minecraft:spawn_egg:57, 生成 僵尸猪人
minecraft:spawn_egg:58, 生成 末影人
minecraft:spawn_egg:59, 生成 洞穴蜘蛛
minecraft:spawn_egg:60, 生成 蠹虫
minecraft:spawn_egg:61, 生成 烈焰人
minecraft:spawn_egg:62, 生成 岩浆怪
minecraft:spawn_egg:65, 生成 蝙蝠
minecraft:spawn_egg:66, 生成 女巫
minecraft:spawn_egg:90, 生成 猪
minecraft:spawn_egg:91, 生成 羊
minecraft:spawn_egg:92, 生成 牛
minecraft:spawn_egg:93, 生成 鸡
minecraft:spawn_egg:94, 生成 鱿鱼
minecraft:spawn_egg:95, 生成 狼
minecraft:spawn_egg:96, 生成 哞菇
minecraft:spawn_egg:98, 生成 豹猫
minecraft:spawn_egg:100, 生成 马
minecraft:spawn_egg:120, 生成 村民
minecraft:spawn_egg:301, 生成 丛林蜘蛛
minecraft:spawn_egg:302, 生成 玫瑰鸡
minecraft:spawn_egg:303, 生成 球蛋白
minecraft:spawn_egg:304, 生成 幽灵
minecraft:spawn_egg:305, 生成 黄蜂
minecraft:spawn_egg:306, 生成 鸟
minecraft:spawn_egg:307, 生成 小精灵
minecraft:spawn_egg:4, 生成 entity.entity_war_behemoth.name
minecraft:spawn_egg:5, 生成 核爆爬行者
minecraft:spawn_egg:6, 生成 污染爬行者
minecraft:spawn_egg:7, 生成 光气爬行者
minecraft:spawn_egg:23, 生成 不稳定爬行者
minecraft:spawn_egg:24, 生成 黄金爬行者
minecraft:spawn_egg:25, 生成 血肉爬行者
minecraft:spawn_egg:26, 生成 猎人直升机
minecraft:spawn_egg:27, 生成 赛博螃蟹
minecraft:spawn_egg:28, 生成 磁暴螃蟹
minecraft:spawn_egg:29, 生成 污染螃蟹
minecraft:spawn_egg:30, 生成 面具人
minecraft:spawn_egg:31, 生成 鸭子
minecraft:spawn_egg:32, 生成 上古鸭神
minecraft:spawn_egg:33, 生成 鸽子
minecraft:spawn_egg:34, 生成 Mun Cow
minecraft:spawn_egg:35, 生成 斯卡特螈
minecraft:spawn_egg:36, 生成 FBI探员
minecraft:spawn_egg:37, 生成 FBI无人机
minecraft:spawn_egg:38, 生成 核融元素
minecraft:spawn_egg:39, 生成 entity.entity_meme_zombie.name
minecraft:spawn_egg:67, 生成 entity.entity_meme_skeleton.name
minecraft:spawn_egg:68, 生成 entity.entity_meme_ufo.name
minecraft:spawn_egg:69, 生成 entity.entity_meme_craft.name
minecraft:spawn_egg:70, 生成 异虫
minecraft:spawn_egg:71, 生成 狂战士异虫
minecraft:spawn_egg:72, 生成 巨兽异虫
minecraft:spawn_egg:73, 生成 布伦达
minecraft:spawn_egg:74, 生成 投弹手异虫
minecraft:spawn_egg:75, 生成 爆破异虫
minecraft:spawn_egg:76, 生成 侦察异虫
minecraft:spawn_egg:77, 生成 大个子强森
minecraft:spawn_egg:78, 生成 掘地异虫
minecraft:spawn_egg:79, 生成 塑料袋
minecraft:spawn_egg:80, 生成 寄生虫
minecraft:spawn_egg:81, 生成 entity.entity_ntm_test_dummy.name
minecraft:spawn_egg:86, 生成 食人史莱姆
minecraft:spawn_egg:87, 生成 沼泽史莱姆
minecraft:spawn_egg:88, 生成 沙漠史莱姆
minecraft:spawn_egg:89, 生成 焦油史莱姆
minecraft:spawn_egg:308, 生成 entity.MFQM.Bee.name
minecraft:spawn_egg:601, 生成 角羊
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT矿车
minecraft:hopper_minecart, 漏斗矿车
AgriCraft:cropPoppy, 罂粟
AgriCraft:cropOrchid, 兰花
AgriCraft:cropAllium, 绒球葱
AgriCraft:cropTulipRed, 红郁金香
AgriCraft:cropTulipOrange, 橙郁金香
AgriCraft:cropTulipWhite, 白郁金香
AgriCraft:cropTulipPink, 粉郁金香
AgriCraft:cropDaisy, 法兰西菊
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
AgriCraft:cropCactus, 仙人掌
AgriCraft:cropShroomRed, 红蘑菇
AgriCraft:cropShroomBrown, 棕蘑菇
streams:river/tile.water/-2/-2, 水
streams:river/tile.water/-2/-1, 水
streams:river/tile.water/-2/0, 水
streams:river/tile.water/-2/1, 水
streams:river/tile.water/-2/2, 水
streams:river/tile.water/-1/-2, 水
streams:river/tile.water/-1/2, 水
streams:river/tile.water/0/-2, 水
streams:river/tile.water/0/0, 水
streams:river/tile.water/0/2, 水
streams:river/tile.water/1/-2, 水
streams:river/tile.water/1/2, 水
streams:river/tile.water/2/-2, 水
streams:river/tile.water/2/-1, 水
streams:river/tile.water/2/0, 水
streams:river/tile.water/2/1, 水
streams:river/tile.water/2/2, 水
streams:river/tile.lava/-2/-2, 岩浆
streams:river/tile.lava/-2/-1, 岩浆
streams:river/tile.lava/-2/0, 岩浆
streams:river/tile.lava/-2/1, 岩浆
streams:river/tile.lava/-2/2, 岩浆
streams:river/tile.lava/-1/-2, 岩浆
streams:river/tile.lava/-1/2, 岩浆
streams:river/tile.lava/0/-2, 岩浆
streams:river/tile.lava/0/0, 岩浆
streams:river/tile.lava/0/2, 岩浆
streams:river/tile.lava/1/-2, 岩浆
streams:river/tile.lava/1/2, 岩浆
streams:river/tile.lava/2/-2, 岩浆
streams:river/tile.lava/2/-1, 岩浆
streams:river/tile.lava/2/0, 岩浆
streams:river/tile.lava/2/1, 岩浆
streams:river/tile.lava/2/2, 岩浆
AutomatedRedstone:tile.programmer, tile.programmer.name
AutomatedRedstone:tile.assembler, tile.assembler.name
AutomatedRedstone:tile.circuit, tile.circuit.name
AutomatedRedstone:tile.rsp8bit, tile.rsp8bit.name
AutomatedRedstone:tile.rsp1bit:0, 1-bit solid Redstone-Wire
AutomatedRedstone:tile.rsp1bit:2, 1-bit Redstone-Wire input
AutomatedRedstone:tile.rsp1bit:1, 1-bit Redstone-Wire output
AutomatedRedstone:tile.lever8bit, tile.lever8bit.name
AutomatedRedstone:tile.display8bit, tile.display8bit.name
AutomatedRedstone:tile.rsInterface, tile.rsInterface.name
AutomatedRedstone:tile.wireless8bit, tile.wireless8bit.name
AutomatedRedstone:tile.invReader, tile.invReader.name
AutomatedRedstone:tile.itemTranslocator, tile.itemTranslocator.name
AutomatedRedstone:tile.invConnector, tile.invConnector.name
adventurebackpack:blockBackpack, 探险背包
adventurebackpack:blockSleepingBag, 睡袋
adventurebackpack:blockCampFire, 篝火
appliedenergistics2:tile.OreQuartz, 赛特斯石英矿石
appliedenergistics2:tile.OreQuartzCharged, 充能赛特斯石英矿石
appliedenergistics2:tile.BlockMatrixFrame, 矩阵框架
appliedenergistics2:tile.BlockQuartz, 赛特斯石英块
appliedenergistics2:tile.BlockQuartzPillar, 赛特斯竖纹石英块
appliedenergistics2:tile.BlockQuartzChiseled, 錾制赛特斯石英块
appliedenergistics2:tile.BlockQuartzGlass, 石英玻璃
appliedenergistics2:tile.BlockQuartzLamp, 聚能石英玻璃
appliedenergistics2:tile.BlockQuartzTorch, 充能石英火把
appliedenergistics2:tile.BlockFluix, 福鲁伊克斯块
appliedenergistics2:tile.BlockSkyStone:0, 陨石
appliedenergistics2:tile.BlockSkyStone:1, 陨石块
appliedenergistics2:tile.BlockSkyStone:2, 陨石石砖
appliedenergistics2:tile.BlockSkyStone:3, 陨石砖块
appliedenergistics2:tile.BlockSkyChest:0, 陨石箱子
appliedenergistics2:tile.BlockSkyChest:1, 陨石块箱子
appliedenergistics2:tile.BlockSkyCompass, 陨石罗盘
appliedenergistics2:tile.BlockGrinder, 石英磨具
appliedenergistics2:tile.BlockCrank, 木质曲柄
appliedenergistics2:tile.BlockInscriber, 压印器
appliedenergistics2:tile.BlockWireless, ME无线访问点
appliedenergistics2:tile.BlockCharger, 充能器
appliedenergistics2:tile.BlockTinyTNT, 迷你TNT
appliedenergistics2:tile.BlockSecurity, ME安全终端
appliedenergistics2:tile.BlockQuantumRing, ME量子环
appliedenergistics2:tile.BlockQuantumLinkChamber, ME量子链接仓
appliedenergistics2:tile.BlockSpatialPylon, 空间塔
appliedenergistics2:tile.BlockSpatialIOPort, 空间IO端口
appliedenergistics2:tile.BlockCableBus, AE线缆/总线
appliedenergistics2:tile.BlockController, ME控制器
appliedenergistics2:tile.BlockDrive, ME驱动器
appliedenergistics2:tile.BlockChest, ME箱子
appliedenergistics2:tile.BlockInterface, ME接口
appliedenergistics2:tile.BlockCellWorkbench, 元件工作台
appliedenergistics2:tile.BlockIOPort, ME-IO端口
appliedenergistics2:tile.BlockCondenser, 物质聚合器
appliedenergistics2:tile.BlockEnergyAcceptor, 能源接收器
appliedenergistics2:tile.BlockVibrationChamber, 谐振仓
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, 晶体催生器
appliedenergistics2:tile.BlockEnergyCell, 能源元件
appliedenergistics2:tile.BlockDenseEnergyCell, 致密能源元件
appliedenergistics2:tile.BlockCreativeEnergyCell, 创造能源元件
appliedenergistics2:tile.BlockCraftingUnit:0, 合成单元
appliedenergistics2:tile.BlockCraftingUnit:1, 并行处理单元
appliedenergistics2:tile.BlockCraftingUnit:2, 4核并行处理单元
appliedenergistics2:tile.BlockCraftingUnit:3, 16核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:0, 64核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:1, 256核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:2, 1024核并行处理单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit:3, 4096核并行处理单元
appliedenergistics2:tile.BlockCraftingStorage:0, 1k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:1, 4k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:2, 16k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:3, 64k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:0, 256k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:1, 1024k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:2, 4096k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage:3, 16384k合成存储器
appliedenergistics2:tile.BlockSingularityCraftingStorage:0, 奇点合成存储器
appliedenergistics2:tile.BlockCraftingMonitor:0, 合成监控器
appliedenergistics2:tile.BlockMolecularAssembler, 分子装配室
appliedenergistics2:tile.BlockLightDetector, 光亮探测器
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.BlockPatternOptimizationMatrix, Pattern Optimization Matrix
appliedenergistics2:tile.SkyStoneStairBlock, 陨石楼梯
appliedenergistics2:tile.SkyStoneBlockStairBlock, 陨石块楼梯
appliedenergistics2:tile.SkyStoneBrickStairBlock, 陨石石砖楼梯
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, 陨石砖块楼梯
appliedenergistics2:tile.FluixStairBlock, 福鲁伊克斯楼梯
appliedenergistics2:tile.QuartzStairBlock, 赛特斯石英楼梯
appliedenergistics2:tile.ChiseledQuartzStairBlock, 錾制赛特斯石英楼梯
appliedenergistics2:tile.QuartzPillarStairBlock, 竖纹赛特斯石英楼梯
appliedenergistics2:tile.SkyStoneSlabBlock:0, 陨石台阶
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, 陨石台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, 陨石石砖台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, 陨石砖块台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, 陨石砖块台阶
appliedenergistics2:tile.FluixSlabBlock:0, 福鲁伊克斯台阶
appliedenergistics2:tile.FluixSlabBlock.double:0, 福鲁伊克斯台阶
appliedenergistics2:tile.QuartzSlabBlock:0, 赛特斯石英台阶
appliedenergistics2:tile.QuartzSlabBlock.double:0, 赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, 錾制赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock:0, 竖纹赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, 竖纹赛特斯石英台阶
ae2fc:certus_quartz_tank, 赛特斯石英水槽 - %s
ae2fc:fluid_auto_filler, ME流体自动装填器
ae2fc:fluid_discretizer, ME流体离散器
ae2fc:level_maintainer, ME库存维持器
ae2fc:fluid_pattern_encoder, 流体适配型样板编码台
ae2fc:fluid_packet_decoder, ME流体封包解码器
ae2fc:fluid_interface, ME二合一接口
ae2fc:ingredient_buffer, 原材料缓存仓
ae2fc:fluid_buffer, ME流体缓存器
ae2fc:large_ingredient_buffer, 大型原材料缓存仓
ae2fc:oc_pattern_editor, OC样板编辑器
ae2fc:walrus, 海象
AncientWarfareAutomation:civic_quarry, 采石场
AncientWarfareAutomation:civic_forestry, 伐木场
AncientWarfareAutomation:civic_crop_farm, 作物农场
AncientWarfareAutomation:civic_mushroom_farm, 蘑菇农场
AncientWarfareAutomation:civic_animal_farm, 动物农场
AncientWarfareAutomation:civic_fish_farm, 魚场
AncientWarfareAutomation:civic_reed_farm, 甘蔗农场
AncientWarfareAutomation:civic_warehouse, 仓库管理中心
AncientWarfareAutomation:warehouse_storage:0, 小型储存仓库
AncientWarfareAutomation:warehouse_storage:1, 中型储存仓库
AncientWarfareAutomation:warehouse_storage:2, 大型储存仓库
AncientWarfareAutomation:warehouse_interface, 仓库界面
AncientWarfareAutomation:warehouse_crafting_station, 仓库合成站
AncientWarfareAutomation:warehouse_stock_viewer, 仓库库存查看器
AncientWarfareAutomation:civic_auto_crafting, tile.civic_auto_crafting.name
AncientWarfareAutomation:mailbox, 邮箱
AncientWarfareAutomation:flywheel:0, 小型扭力管道控制器
AncientWarfareAutomation:flywheel:1, 中型扭力管道控制器
AncientWarfareAutomation:flywheel:2, 大型扭力管道控制器
AncientWarfareAutomation:flywheel_storage:0, 小型扭力储存器
AncientWarfareAutomation:flywheel_storage:1, 中型扭力储存器
AncientWarfareAutomation:flywheel_storage:2, 大型扭力储存器
AncientWarfareAutomation:torque_conduit:0, 小型扭力管道转向连接口[只能连接一处转向]
AncientWarfareAutomation:torque_conduit:1, 中型扭力管道转向连接口[只能连接一处转向]
AncientWarfareAutomation:torque_conduit:2, 大型扭力管道转向连接口[只能连接一处转向]
AncientWarfareAutomation:torque_shaft:0, 小型扭力管道
AncientWarfareAutomation:torque_shaft:1, 中型扭力管道
AncientWarfareAutomation:torque_shaft:2, 大型扭力管道
AncientWarfareAutomation:torque_distributor:0, 小型扭力管道多转向连接口[能连接多处转向]
AncientWarfareAutomation:torque_distributor:1, 中型扭力管道多转向连接口[能连接多处转向]
AncientWarfareAutomation:torque_distributor:2, 大型扭力管道多转向连接口[能连接多处转向]
AncientWarfareAutomation:torque_generator_sterling:0, 斯特林发电机[可放入燃料]
AncientWarfareAutomation:torque_generator_waterwheel:0, 水力发电机
AncientWarfareAutomation:hand_cranked_engine:0, 手摇扭力发电机[需要使用锤子]
AncientWarfareAutomation:windmill_blade, 风车叶片
AncientWarfareAutomation:windmill_control:0, 风力发电机
AncientWarfareAutomation:chunk_loader_simple, 简易方块载入器
AncientWarfareAutomation:chunk_loader_deluxe, 豪华方块载入器
AncientWarfareStructure:advanced_spawner, 高级型生怪砖
AncientWarfareStructure:gate_proxy, tile.gate_proxy.name
AncientWarfareStructure:drafting_station, 制图站
AncientWarfareStructure:structure_builder_ticked, 生存结构创造器
AncientWarfareStructure:sound_block, tile.sound_block.name
AncientWarfareNpc:town_hall, 人民大会堂[NPC吃饭/外敌入侵平民集结/复活]
battlegear2:flagpole:0, 橡木旗杆
battlegear2:flagpole:1, 云杉旗杆
battlegear2:flagpole:2, 白桦旗杆
battlegear2:flagpole:3, 丛林木旗杆
battlegear2:flagpole:4, 铁旗杆
battlegear2:flagpole:5, 刺槐旗杆
battlegear2:flagpole:6, 黑橡木旗杆
bettersleeping:bettersleeping_alarm, 闹钟
BiblioCraft:tile.BiblioFramedChest:0, 镶框箱子
BiblioCraft:BiblioPaneler:0, 橡木家具板材机
BiblioCraft:BiblioPaneler:1, 云杉家具板材机
BiblioCraft:BiblioPaneler:2, 桦木家具板材机
BiblioCraft:BiblioPaneler:3, 丛林木家具板材机
BiblioCraft:BiblioPaneler:4, 金合欢家具板材机
BiblioCraft:BiblioPaneler:5, 深色橡木家具板材机
BiblioCraft:BiblioPaneler:6, 镶框家具板材机
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, 白色打字机
BiblioCraft:BiblioTypewriter:1, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:2, 灰色打字机
BiblioCraft:BiblioTypewriter:3, 黑色打字机
BiblioCraft:BiblioTypewriter:4, 红色打字机
BiblioCraft:BiblioTypewriter:5, 橙色打字机
BiblioCraft:BiblioTypewriter:6, 黄色打字机
BiblioCraft:BiblioTypewriter:7, 柠檬色打字机
BiblioCraft:BiblioTypewriter:8, 绿色打字机
BiblioCraft:BiblioTypewriter:9, 青色打字机
BiblioCraft:BiblioTypewriter:10, 浅蓝色打字机
BiblioCraft:BiblioTypewriter:11, 蓝色打字机
BiblioCraft:BiblioTypewriter:12, 紫色打字机
BiblioCraft:BiblioTypewriter:13, 品红色打字机
BiblioCraft:BiblioTypewriter:14, 粉色打字机
BiblioCraft:BiblioTypewriter:15, 棕色打字机
BiblioCraft:BiblioClock:0, 橡木时钟
BiblioCraft:BiblioClock:1, 云杉时钟
BiblioCraft:BiblioClock:2, 桦木时钟
BiblioCraft:BiblioClock:3, 丛林木时钟
BiblioCraft:BiblioClock:4, 金合欢时钟
BiblioCraft:BiblioClock:5, 深色橡木时钟
BiblioCraft:BiblioClock:6, 镶框钟
BiblioCraft:BiblioFlatPainting:0, 橡木画框
BiblioCraft:BiblioFlatPainting:1, 云杉画框
BiblioCraft:BiblioFlatPainting:2, 桦木画框
BiblioCraft:BiblioFlatPainting:3, 丛林木画框
BiblioCraft:BiblioFlatPainting:4, 金合欢画框
